,STOCK_FAMILY,STOCK_CATEGORY_NEW,STOCK_CATEGORY,TARGET_TYPE,TRANSIT_TYPE,TERMINAL_TYPE,REFINERY_AREA_DESC,LOCATION_LEVEL_0,LOCATION_LEVEL_1,LOCATION_LEVEL_2,REFINERY_AREA,VOLUME_MBD_TARGET,RECORD_ID,YEAR,MONTH,VOLUME_MBD_ACTUAL
0,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,e7c5a8a2b253d2d195f32439f4e7b9259cc2c8b5f47a07ca9df7dc406d59cfc6,2021,Oct,223.05291701056484
1,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,dfc68bbc395067134d5d6e54be9352a65b0d6ba38e2d5358968e252cd5131f9b,2021,Nov,224.1910119731986
2,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,4459498978e9508cf0dc4071eeb414248aad4efdc2110a704f54541c01bb9900,2021,Dec,221.21289828954332
3,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,6501692fba7eddfaec805e76bb486092f0003a6015cfb96027c83efb8f6de93a,2022,Jan,212.71377107957076
4,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,c53d8bd441c8dea12bf2bd575699b3f3185107aac76cf5235f2ffb038c3c85ac,2022,Feb,214.54886771644163
5,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,a3b6976a381ea95d48acfe65f890e1032f6c4fe70ec7069988ea5dc44b1fc8d3,2022,Mar,261.75415125828476
6,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,243fd04e3ae3053f14bef53cfe663d3ff3202a20ad86816444b205b1e4e4189d,2022,Apr,225.21752045320497
7,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,b844a275a3064affedc90010f9c04b7e8d32785f720fc7298634c45a9a02d663,2022,May,210.148810349482
8,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,dc091a726fc4eaf210425c540824e7015020bbd3d7c2ae8e47faa4c1e5c39fbf,2022,Jun,210.31936454534198
9,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,10e10016d0cfc5cd7aa5ff60e2e1ace160a008fc81c432eb06275650495091c3,2022,Jul,211.7135786906609
10,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,cf041a1d54c1e3038e79e41dc796828a7fce9bc6fddf02a240847c7443218a69,2022,Aug,213.926186172836
11,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,46df1cefc64f299c819049ad0449055954519c7c9e30d6a65b38db44914c867c,2022,Sep,219.77010354017077
12,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,1d9ba09042521d52a45240546dc0a9977582efd6de62d68a222d7f1bcbfb403a,2022,Oct,215.08347763626864
13,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,774273bb67b34c71265bc3dec6dad89a8a3b17c061472e95611d17bdf748caed,2022,Nov,213.5716523939408
14,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,87648cc638373a72bf32ebd72fe3b0640ab02bad4e6520bf132ff2ec12d6346d,2022,Dec,212.70849131111711
15,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,f17ca4cab209476ed275a92ca2e3b4d89c746dc0029043d6be3c75fd3a755fc5,2023,Jan,236.1131693468483
16,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,2ff8149e1c98d9e1f758fc1e6d847b61e77f18fd16b2f94154605914acef725b,2023,Feb,239.20336539088308
17,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,5fd500e71b5931f4ab9ae26591e4dbd9f36dd226f6bcae72c5fb0dd8544321c2,2023,Apr,270.5720525771353
18,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,77ca0b640921c3d6a893bb986ccb68165a4adc33095deb8fa0481fbc077ba104,2023,Jul,238.06350613805392
19,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,67c06415db8dd4db8f12f84bbd4924accef715755d73a97ec8c522a8aa32fd35,2023,Aug,235.5941025541426
20,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,f11d0073a12a391c200202cf182ba7f1f9ce21de78f7af85e7e123980fce324b,2023,Sep,236.6614280334831
21,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,d49d31f84a70de5517e22b34e9cc6a2c49234f5e6845179bc8740c3d0406e269,2023,Oct,240.53756634215515
22,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,598f9f1488cb457785a242fa5404eaa5139ab489818dd99a8ad9bb996549c0e4,2023,Nov,236.2512442354732
23,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,2634fe7389ff91474f2d951de77dca011c70eeb74b5c301e93b54ab7f85c203a,2023,Dec,238.5636464339958
24,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,615a311c56018da4bfda4469c00a4f1f34cbae2a8cb1cdcef1bf67a02a0ba154,2024,Jan,213.25477873435756
25,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,d2a21ca6c740b28e7ed0575a070536ec9af8a958452e5c16e5c03316f10d8f02,2024,Feb,221.53250738830667
26,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,b8100dd2a21f16f4edd77ead233341d96ea30f7fffc1d25ec9bfaeae46782f68,2024,Mar,259.1073621811178
27,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,ea781a0d4540bb89defc1774a40b930eb2e4c55c283291397b0979fde4f339ed,2024,Apr,227.67312248811464
28,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,45b26cf2992a6e241d462a09a34e17dfb03a46438cfd1dad377934f718fc9361,2024,May,211.85459917835638
29,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,3395c7651e030a9134dc3e7ad0034651b894c48941b060f12546ea887c76fb8e,2024,Jun,219.63411332548003
30,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,5f6ddef9058b2dfc5ff43cca4622af24603013f66b044efabd0db3a61df99d5b,2024,Jul,215.7671011558925
31,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,538837439992b2c79e259b422577e47677b013231e8941e91559936afbada2d5,2024,Aug,205.76177586170158
32,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,2345.0,7be6d4c6ac54097269bf67e0d0da3c22a8c31db51130ead671fea40a35a2e8c3,2024,Sep,2361.4055882352945
33,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,c6d54c253ed9136ad7f8f2059130382a3ab1485778bcd4ade1a0c9a91ed95669,2024,Sep,212.7140887317727
34,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASADENA,US EAST,PASADENA SUPPLY AREA,PASADENA REFINERY,PASA,745.0,f3b03b8e588b2c778e07c44578ec1ee953bab8f64ae67b35b0b0e9611cfa7a0b,2024,Sep,920.9846875000002
35,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,2186.0,1a99cd7da5dbc8879691f680921554695a0452d60f04f32bb17ffb673ca8bf03,2024,Sep,1518.6540625000002
36,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1780.0,5c2031070a3b39dd4ea144f0a972c1bcee798047755d8686e9a38709c21786f7,2024,Sep,1720.713030303031
37,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,SALT LAKE,SALT LAKE OPT AREA,SALT LAKE REFINERY,SALT LAKE REFINERY,SLAK,260.0,d697162b5235708bd1e251dd7797ff191a6d25f90371b863b3a5f20220086777,2024,Sep,266.02000000000004
38,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,2345.0,0c102d96018e2695b027af40aec14d5d5b49325e727868b7220151373d540206,2024,Oct,2217.1084210526315
39,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,81fa140669c5e8afaf550dd9eae19214cf7d215270d6bf5f54fef1c0b64c61af,2024,Oct,215.42179727709694
40,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASADENA,US EAST,PASADENA SUPPLY AREA,PASADENA REFINERY,PASA,745.0,390d9de8fc1834d10074adf0a582266d3d76a10144fa1f9596dd6490afd4d477,2024,Oct,913.8894594594595
41,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,2186.0,d21a646ac2d5a660f025a721afd851bcb917a3d80cebae5916fba98d51620c98,2024,Oct,1517.95972972973
42,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1780.0,dc5e56e6b606f83983bb1b85cdbe82882ea065ee98fcbec28af78d2b4277f891,2024,Oct,1681.3439473684211
43,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,SALT LAKE,SALT LAKE OPT AREA,SALT LAKE REFINERY,SALT LAKE REFINERY,SLAK,260.0,b670d1d91436197b65dc6dbda99d75f279321fb170a37ba9886688abe135c034,2024,Oct,271.07194444444445
44,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,2345.0,cab0fdd0cd9db63758422e0d521a2d997be6119d086f389a151cc0520bd731e1,2024,Nov,2312.716842105264
45,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,89e116e4d9eadb611e962f4b484cc42f2398ae9fd935a6eeaa271b68a561c1a9,2024,Nov,218.90780601508743
46,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASADENA,US EAST,PASADENA SUPPLY AREA,PASADENA REFINERY,PASA,745.0,ffe589eef172410aa9ade8d4d8c96f9728c57eceda751a112c7b7f5f8abf9b28,2024,Nov,884.3118181818184
47,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,2186.0,f2413f0c614ba827d6069a6fc0e2a97912fd4706ff0bc7773e5b04184cf79307,2024,Nov,1568.6356756756759
48,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1780.0,685c046f7433d632c3a5f4a7ad81b7f5ef5d1f8de6fa7b1173f21f0e27f93579,2024,Nov,1633.197105263158
49,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,SALT LAKE,SALT LAKE OPT AREA,SALT LAKE REFINERY,SALT LAKE REFINERY,SLAK,260.0,a05b32afbb32f5082cd706ee66f771e31073ab94086f1cf0f25834ed7b1ec9a8,2024,Nov,271.07250000000005
50,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,2345.0,d5885034c8ec8a2f562f9651cf16cc4e0cbcb256353022c9c5af9753ef8476f3,2024,Dec,2407.5363157894735
51,CRUDE,CRUDE,CRUDE,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,78.82,21666140d167804f579a0c229bf47a31cf24074bc1bd01bce937a8d6531d1cd3,2024,Dec,220.17729114001054
52,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASADENA,US EAST,PASADENA SUPPLY AREA,PASADENA REFINERY,PASA,745.0,2151c6efa117ba6e10def71d36a24500880f14837e5604ba7b05604ec39646f6,2024,Dec,973.4291666666667
53,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,2186.0,a95c1259bfe108844c49ba5c17fbe367052598183c708a9c5866d04a73e9a8e3,2024,Dec,1537.7978378378382
54,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1780.0,c29fa631559957372c505ac760c27c22117a2aeda5eaa39eae8de3744a8689b0,2024,Dec,1793.675789473684
55,CRUDE,CRUDE,CRUDE,DEFINED,IN TANK,REFINERY,SALT LAKE,SALT LAKE OPT AREA,SALT LAKE REFINERY,SALT LAKE REFINERY,SLAK,260.0,385cf4cffe5d5409f09dad147395d96aa743bd2903d5834c4544a2069118f71c,2024,Dec,257.3281081081081
56,INTERMEDIATES,CYCLE OIL,DLCO,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,30.0,a90fcf8aa37fb5d432b7fd5440f2281a3336730d286a387425d0c72baff6119e,2024,Sep,18.663333333333338
57,INTERMEDIATES,CYCLE OIL,DLCO,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,30.0,13ad34ffb52c03d16f2119b79499cb4854cce4a37d036042c55986f1ac40c8cf,2024,Oct,18.028823529411767
58,INTERMEDIATES,CYCLE OIL,DLCO,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,30.0,9481d214493b9248d42fd433adaa025e69af34d800ce4260f635bf4f6e8bd0c0,2024,Nov,20.212058823529414
59,INTERMEDIATES,CYCLE OIL,DLCO,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,30.0,27f01dd85e96df01d25e1223fce9c62a5b2050638c84af64b39c3acb9496088e,2024,Dec,20.56933333333334
60,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,5bc4aea74e5cfcf7cd5a233e0826efaed5e816e808bd4a6835352b93495b2021,2021,Oct,9.469615005882998
61,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,1f99913c04a979dcb54da0e2126244b0537cb6cb2ad0299b7debe3a2358921a5,2021,Oct,41.32478260869565
62,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,67f18980528d0f965123f17df96fa5828ea1ba37126d7e56b0bdf04a7a70390c,2021,Oct,30.424550692463267
63,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,9bb41e246d115eb01c2ad7987818da350ad315aa00fc088d384265c6dc96a10f,2021,Nov,10.000980651975855
64,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,a650eab4090f0a527e23b7748679712c2233b1068fed1d061d7247d2b0abd332,2021,Nov,31.92152418734922
65,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,12d254f07840729a350f4b969d29d0b77156dbfd7c82bd9b28cdde6975b142a4,2021,Dec,10.743727114728738
66,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,864d62f249f02885b11fa97850ec3f98670d1153f6917bfb2da140f52ccc7bcc,2021,Dec,41.32478260869565
67,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,ebe767cdf9e9a17244451355116a5c6bfc47e68031bf2ad73647e0dbd2b822a6,2021,Dec,28.85942149066571
68,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,7d260b5d01ae01be5a96bfa363f7102a6196da7423194e23c673a8633a3b18cd,2022,Jan,11.609147907154295
69,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,e8f1d1ee55ca43cf57dc5b1d5c5526efab3bb41ed31ea0326a70a6524bcc8d65,2022,Jan,40.75000000000001
70,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,c07a248ab263c241767d1e40e09ee9ef48ab4b56bb9f001f9d5b531c6a13ebab,2022,Feb,10.113849128841954
71,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,65307ef7ae95822e109cfe1ff9403736ea586b3a717df5c906a21a920868eb6c,2022,Feb,40.22239130434783
72,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,2dc13ae5906fe7d968ea07b46b8f46c8c463b5e7eefef6830a6aadd55f4238c5,2022,Feb,32.23488465296034
73,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,7698e4dcfa5d92fbe58a643b1cf2352a7dc411cc8b57588d9770210cdfce2cc6,2022,Mar,9.148784697805842
74,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,07ce11fc7786e0f2394e1f93953f063ce81eecafc5819178cedf745fc151808b,2022,Mar,40.39978260869566
75,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,209c1a631f87457d2e21dd94bca3e55be8d6ae078f8f76b5c73676ce485f358d,2022,Mar,29.52579421401677
76,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,0c28047097f96c2fe2c8afe943314b467b4a9cfc772653bbc065b58c17f85758,2022,Apr,11.397137575836721
77,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,55fc26fe8ddec8f7c92d68a3642330df2702ad2a58ad4b4e188a77ca389a2a3c,2022,Apr,40.28741935483872
78,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,cd2c5f5cdf270d00430757495e90e38bfcd938d838b1ce13eaa443ddeb570487,2022,Apr,34.352942983770895
79,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,6dafeb346504b4db04eea44e4de6a8dcdd46566694b1af81152bf5fbd351ae32,2022,May,9.542876531485968
80,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,8d4bebaec4da4c6abc724ad1e8b0d7428ed5eb28f7a664c4af3f05f94c1c6556,2022,May,43.561627906976746
81,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,36d7ea9558f25d84b1973fd643fbf1501e28ec65a82c617f38f4e44d69a14143,2022,Jun,9.346272623238985
82,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,23.14,075c90a1867fc20298143d47c347c1dfc90670806d9904ce41754ba7cb4330ac,2022,Jun,40.75
83,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,a804127f23cfcf2ac4df1d6f6ad284548c67c4b5985b3dad21d174223e883627,2022,Jun,31.03525021520735
84,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,0d9b2b8fa9132f769c8980f90acb862ae75ac5f18c81194fc1d2691c3c565b5e,2022,Jul,8.930975176545266
85,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,82bd712eeec26f0dc4d9ebe6d8e71221adc9bc7b826ab120aad91e63cf199a54,2022,Jul,30.851143356991937
86,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,3d7878efb9492b47098bc16d33173a877eccdf4f198cf009f1c332801d123ee7,2022,Aug,8.838011992150005
87,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,a20192887996f8dd5ea7dbf6715b56c789fd60f95ce871c0f32a6727ba8bf2e1,2022,Aug,29.485625226196763
88,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,3.2,bc9f74cc612ea21e58123c9374dded121e0c938f01b045daf50cb5d759031969,2022,Sep,13.879872835533266
89,INTERMEDIATES,CYCLE OIL,HCO,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,8.53,b1e2f2b2d0ea3b1d7defd22c25d24626d9ab3454bad2fe5866aa96be31862e80,2022,Sep,31.133033700072694
