,STOCK_FAMILY,STOCK_CATEGORY_NEW,STOCK_CATEGORY,TARGET_TYPE,TRANSIT_TYPE,TERMINAL_TYPE,REFINERY_AREA_DESC,LOCATION_LEVEL_0,LOCATION_LEVEL_1,LOCATION_LEVEL_2,REFINERY_AREA,VOLUME_MBD_TARGET,RECORD_ID,YEAR,MONTH,VOLUME_MBD_ACTUAL
5508,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,01c7fc17ef1eff73f26c51841fe5432d3a82bbf6f20d3fba9455e5a9516e2749,2022,Feb,46.08503818194622
5509,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,b9b63d46663816b91c2f7bb545d5af722907c59a22e4d4f6f868f91447aea662,2022,Feb,19.01633576851048
5510,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,43c016cb13b697a8b1c8b1bae38a90eea20becf74f5d5642f9cd35b17b4a45ee,2022,Mar,46.1004959709454
5511,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,e7505c1cdd0d3abbacabd31c46d64d3d07405f217a141c77cc04784b62c16542,2022,Mar,44.912704340730265
5512,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,ca2ba97d633f6eea4da3a43c3bb3f44db226086a526028fefd986a6cee629550,2022,Mar,8.144554350991324
5513,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,c5943a340ddbe66b2bbbbc54b3a5b6f56df1911dfb22bb7d2c176086b8303fd3,2022,Apr,48.115333333333346
5514,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,79.46,51aa3d8ae5c213a45c6881c176176f9dface24133e29f093cf5da7708e509859,2022,Apr,150.7155
5515,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,62fc95104a364232936b2aa720031039dd62813dc0cc82726c098cb88c14194c,2022,Apr,45.77116930777993
5516,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,d8a436ca80da76e4bb86eabcca38a276617d2fbc945455e73220fd56e2f35b05,2022,Apr,10.637991604222929
5517,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,79.46,f0d012efb3b42015cfff982ebc280e016ffaf7c6ae954928ed9273f576a75cdf,2022,May,152.11181818181817
5518,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,2dd4ba573d0b1cb80a1abd7706fa6317d646195ff8aab6beb65f23b87561cc30,2022,May,42.10114578663184
5519,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,56f15db4d7b1b395e0ef6e2ae29adab2546daac41c63d5a5c2ff6cb5365267c5,2022,May,8.471162666450667
5520,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,9f13dd005e860617623a962a4c5dac2d4565904445dac7df3e69c592c3556193,2022,Jun,125.19505166996376
5521,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,a8bb424b4eaa30b8a2f0e0bd1fd58eede8c94980bb19d6376f4f89c72dad5083,2022,Jun,45.92231508165225
5522,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,79.46,e79b6582b1e98bef6af0096551f972b98a693588ba1096a9136bc2f527d78b65,2022,Jun,136.31625
5523,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,ab7a266aa181ee3c9850990b71b08170ac2e32ba30de4fa1d3f070c2f8c581fe,2022,Jun,43.16746902968689
5524,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,55339b39394415dd8a1f45a65613533de3a38305354ed31584c724c5cb42aab7,2022,Jun,11.487506733362947
5525,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,a6b84168b535e8e8aad6196de0398a4bd7cf01eb2ef1eb30b7051321ce082403,2022,Jul,110.16766088239116
5526,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,602666625bb3f495fe528f408af57f14efe0b4e33f8553499139e8302e9f646f,2022,Jul,43.88094540914766
5527,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,f36010ac6a1dce11567a817b49cc2728f41b94ca8ff04a6247188689904cb571,2022,Jul,44.40740934464905
5528,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,0aedc214d0a73ce912db985c21c5477c3fc8603338d862f29e0ed92e93d5e15f,2022,Jul,9.520647181433711
5529,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,aaa53d21b5bbcaeb34d4cf956e8db584469abc16ab37dde64f5e76dc0354f73a,2022,Aug,44.62227887216194
5530,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,e4a4dd74e367d4fd5e486c2d551657c95e252eed3e890fbf467c83b9f216882d,2022,Aug,7.792180931391411
5531,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,25994d77c306457a0171643b6b195b1ec0a023201cf1df7772a67849538146c7,2022,Sep,110.21084136551401
5532,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,24fd9a6c75779ee3067f723a1d4ab1feb4173962e5c0df3ca5472ad7c2b74000,2022,Sep,7.362143919910989
5533,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,cf2f5a5853e9a8f9f4b379ee93ffeb1f6a87b7f482c87260dfebfd67961d39d5,2022,Oct,108.87646371879141
5534,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,9c042c5a7a0556500c1700929d7ad7915c3f3e4031cbfa34f99c7fdc1ec72033,2022,Oct,43.52940099833611
5535,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,e217f0bb1c830daf7fe47137ea3b9f4e32a70b99b766f88f959a62ba385da4de,2022,Oct,12.841547863371796
5536,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,84fdeeb0cfa28525b7a75f098db6ba4e9c5d6d5975bf543d218b4167c8b72dd4,2022,Nov,9.362446450786495
5537,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,8eb1c25367ecb524bb9215546ad24eb35c477273f40407b18275297fd951fc9b,2022,Dec,46.23960784313726
5538,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,cbd9afd5a3d8e1ce0360a6e7b82ad5cad595107611fd60c46b15b3d5f9bf78d6,2022,Dec,8.314190325101483
5539,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,d34248fa41457d1d86d294e1544b4e69b911c39dee5e0a1dc5c693703c269f5e,2023,Jan,86.67010949932951
5540,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,11.14,78f51f03635994eb7078501b94e47a9bf3fc715194145028b9c400a804e5af89,2023,Jan,15.195302636246367
5541,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,6cf9b2a3b523bfc2a85c78f611b784af841257edbb2dbd04f5edf2bec43ba8ad,2023,Feb,47.942746839918684
5542,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,e4530e9f7ca82bef1cda445f84c1ab307969ca2cfc81881fc4ae797e8ea8e92a,2023,Mar,69.77992733482905
5543,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,20943cdbdf18187cf1fbbd0e6dcacc02035c62273ef40b857141936f9fe80c37,2023,Mar,42.802588025575304
5544,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,521c2c5dc57be18cfdb63f29eee9db5cf2e5bdf9d96776d01d9a1bdb4d684d1a,2023,Apr,84.55389747191012
5545,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,cd1937b0b4db09dea4a92bf1666d74fd2761b6a9987791cfc696bdabadaef760,2023,Apr,37.61594594594595
5546,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,5ab6878f1da3ae8ad6e54c402478550d2ddef0280f60737d6bd21f8bfa096a71,2023,Apr,46.00186431816886
5547,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,f735785ad2faa46c018d1dd5cf8971500b0a2de2cbbb69a4967f4bc1264a8d28,2023,May,75.63195831903225
5548,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,4031ef3c254e823d82a365e57bb6d510396239448d642e37ad97410ed5bd8b35,2023,May,41.373325685149766
5549,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,10f11613afbda87aaafb7c3f67342545ed93c3c6fad73647f206da86959561de,2023,May,42.38763609236853
5550,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,6c189e253c23b68f535664024c79dcd2a99a779b50969fedfaeaeacebd13b667,2023,Jun,89.18889766128784
5551,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,4476ba71723645d022bcd472bd00343aa235ba90e158cd1ba53a344ca32696c2,2023,Jun,33.34651453409399
5552,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,71a49319123548a3798b80dc2d898a2911ebfe3f20088619e38d9ff07cc0332c,2023,Jun,45.15871309134092
5553,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,9304a2e37df1cb91dcaab879bb0da248aca8c1346bc709735715a21401d7ee80,2023,Jul,87.11663729381348
5554,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,f1f4d59f124db74ae9c02accb026ae6e93ef92d55a173e840156772c8a568850,2023,Jul,46.45570685641888
5555,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,6be718327006c2c33ad85bdd555e5a323c174f7ff1efb5b5f8661a5f9424341b,2023,Aug,43.21028709889284
5556,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,c3fe1786fd4a3d4f5a45c6918f078e9de84a3b2d2d7abfae76fdb0706bc47785,2023,Sep,44.31282399383787
5557,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TRANSIT,IN TRANSIT,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,0.04,a61d80a459f351717858c2fdf1c0540508ac3a35cc6331ddd473c7267c99fa42,2023,Sep,-4.09344827586207
5558,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,65bda86666ee034804e2c600cc4bf4336598d062cf858313291bcb18a78c0cbe,2023,Oct,38.05754716981132
5559,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TRANSIT,IN TRANSIT,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,0.04,3152f25407d73a9041baf4acac58cd347ea6ec23ded55ada5598dcd8d6b50c3b,2023,Oct,-3.5972727272727285
5560,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,4339cf89111e3e42fdb3c242a8c146d23d0d4e6a08d529944c7510e36cd4372a,2023,Nov,84.38248694763446
5561,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,2a87ec924d5e9c280f318e3f5a6eb9fd76174ffc5a571419734afa23f26d110c,2023,Nov,36.64072484397241
5562,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,cbed24e366d669aca39c21564d58ad47aa85e8e2a47f11ff90f2b14e91baf9d2,2023,Nov,52.26459169879242
5563,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,348a5563bd124b44f0041f5931618ac3358fb53524194a9abaca646505994e1e,2023,Dec,98.35315578844217
5564,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,cf3f84d29bd77a48a99d4d129e668ab1ddb5a0ccb9485230009ab8d549742637,2023,Dec,38.67949334419995
5565,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,a81dd61307dfc0fc4554cab33be1a6242fe359c584d1658fcb140161c72ef822,2023,Dec,47.018675860039345
5566,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TRANSIT,IN TRANSIT,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,0.04,3a07bb41e5909d9cc8ccf198f3ed46f59fe2a150200d873094d5706e1f73a77e,2023,Dec,-3.597272727272728
5567,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,573b56eae786108de46c20cee589ff817ec4fabec8821c4c7c6061234d74481e,2024,Jan,92.14078330686532
5568,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,daf079de4e99ee913973b2cde5a6ab855632be4a9c804c2118eeb644b59692bc,2024,Jan,41.99589016137428
5569,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,7b3275d6c6b84438fbce61e2936c5941b2a45f92bda10e64dbfc314d40e953a4,2024,Feb,95.08858030203035
5570,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,afec46870562e43b649460a364b312e1b483e8595dec6e277dc41a425f77f1d3,2024,Feb,46.89234042553191
5571,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,1d7cbb4d5ff0b795c2246054a4a2135f4836bde4a27be390677c4b9d5aa6cfde,2024,Feb,48.02531028021093
5572,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,001a6ca05ae53f57724474d4983fe7ec4d208f88c159af33cff6836394edd8b9,2024,Mar,96.46345323751743
5573,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,7a08d17ae255662825ae1c9537d047015d51b74bf2057db9e4e3800162cee0db,2024,Mar,43.210054659031755
5574,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,9cc267e84ca754f3c7d843208c43eba1a209953f861836c01ed7f225d0256aaf,2024,Mar,43.68584427642442
5575,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,0cddeb6c57bbb197b5bd5ce33f99538186a1b5222281ea792acfd95e7d32d3bd,2024,Apr,119.22805611222446
5576,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,fc687ae32db32a9340b85cd597ba9b318181f9627ac8f3eb6aa4902fb1196374,2024,Apr,52.42235151421166
5577,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,30797c2719ef3e23fd5d0f325247e6b293d01734b80924bede33532313cd5906,2024,May,47.218951067152524
5578,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,44a7975200f6e1fe4dc38db2e1febf048d5f69bad9f1b60e6cc726e532efb8f6,2024,May,47.07330354246258
5579,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,01f5219821f53a1297361e663eb287989f5d2a7c22c7f5d34d2ab9da4909be7f,2024,Jun,43.509183446743506
5580,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,09af8736b6a74ba55b214b7111e5c321db5dc533e5c5bb1915add1c5b24685a6,2024,Jul,100.18521890050765
5581,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,d0c91bafb2ca3ee0bd063d9dcef63c2d6fac30716c5726a64a500c0b311c6454,2024,Jul,41.64882873503384
5582,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,00b8a46498e0e972d79048087d33553325cd5f622780ca5c236e271c9f92e25f,2024,Jul,44.280999554705716
5583,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,35da5e4724c4b30e8da36466fa3ca1923fe2e00fab42413656dd85ef940e5fab,2024,Aug,108.55717633717634
5584,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,1b69ecd3dd6351d205f483fa5d6155e96eb2c73e8b059cc340225b5aededdcca,2024,Aug,42.68828735033837
5585,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,3fff17922af9bf10c65994cb1410e80b766a706c5dd66b88dc8e41134fd1eec3,2024,Aug,43.82593978922738
5586,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,25.84,5353b9b3b57d7d7c57bb557266eacd58efef005c61c57279bc0d1cb78aedda7d,2024,Sep,105.29647416413374
5587,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,22.36,ca36db93565a4fbcc55be04ccde5de85838a357a4eb4a4a47540712df0cf5d05,2024,Sep,42.530851063829786
5588,PRODUCTS,GASOLINE,MOGAS,DEFINED,IN TANK,REFINERY,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL SEGUNDO REFINERY,ELSE,1.0,c2f7f0885744b7cf37b16a12fd7a8ee503b44f51e395865dec151d1513936d2c,2024,Sep,1014.6956666666671
5589,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,267.04,c02cfdd1bfc7857f76b1b82b17e0b9896d32f436851637b7042b9c35be513f98,2024,Sep,142.9845454545455
5590,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,468.47,9888ce61bfe2c3cfd437dd599976501364ef3048e2fab61c38e900eeabe2e94f,2024,Sep,414.95303030303046
5591,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,79.46,41df8b9c16dcd992e4e8a2cb7763087351599d0191dad7a4d4230ad89eeede33,2024,Sep,109.19032258064519
5592,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TANK,IN TRANSIT,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,26.55,9b3fd9b1028b59937e1de6c989649cba024a7568bedbfdf02ea74d8bd3e173cc,2024,Sep,44.9907067424858
5593,PRODUCTS,GASOLINE,MOGAS,CALCULATED,IN TRANSIT,IN TRANSIT,PASADENA,US EAST,PASADENA SUPPLY AREA,TEXAS,PASA,0.04,dfe4ce48dcb941861c974cc31c42ff119a691f4c4530f9e77d19c69f17fab6a1,2024,Sep,0.017454545454545455
5594,PRODUCTS,GASOLINE,MOGAS,DEFINED,IN TANK,REFINERY,PASADENA,US EAST,PASADENA SUPPLY AREA,PASADENA REFINERY,PASA,1.0,20796af185acb52d6d7a57101cd94b36af5638811b5d31124518ef37efd048c5,2024,Sep,434.50250000000005
5595,PRODUCTS,GASOLINE,MOGAS,DEFINED,IN TANK,REFINERY,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,642.0,c08cdf64c6b538069510bf1d823d3a3c33959d8453d7be2434359fb9e3fd5396,2024,Sep,791.6794285714287
5596,PRODUCTS,GASOLINE,MOGAS,DEFINED,IN TANK,REFINERY,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1.0,4080499dda024598b3a40b26623d17d00f03a41c807180a6d73b52d112804502,2024,Sep,648.0160714285714
